ENSMUSG00000008575	ENSMUSG00000005583	ENSMUSG00000040732	ENSMUSG00000025959	ENSMUSG00000000317	ENSMUSG00000020160	ENSMUSG00000064141	ENSMUSG00000032035	ENSMUSG00000050919	ENSMUSG00000031627	ENSMUSG00000069378	ENSMUSG00000044167	ENSMUSG00000031103	ENSMUSG00000025529	ENSMUSG00000029553	ENSMUSG00000006311	ENSMUSG00000055435	ENSMUSG00000022895	ENSMUSG00000053477	ENSMUSG00000018604	ENSMUSG00000008398	ENSMUSG00000029178	ENSMUSG00000024238	ENSMUSG00000027684	ENSMUSG00000062327	ENSMUSG00000028565	ENSMUSG00000000078	ENSMUSG00000023902	ENSMUSG00000027583	ENSMUSG00000028163	ENSMUSG00000038227	ENSMUSG00000024985	ENSMUSG00000053007	ENSMUSG00000022150	ENSMUSG00000040929	ENSMUSG00000046470	ENSMUSG00000024406	ENSMUSG00000020484	ENSMUSG00000000094	ENSMUSG00000024140	ENSMUSG00000063632	ENSMUSG00000044220	ENSMUSG00000025902	ENSMUSG00000026628	ENSMUSG00000040270	ENSMUSG00000020185	ENSMUSG00000057098	ENSMUSG00000038236	ENSMUSG00000055148	ENSMUSG00000027210	ENSMUSG00000030788	ENSMUSG00000042439	ENSMUSG00000048402	ENSMUSG00000032446	ENSMUSG00000030341	ENSMUSG00000027361	ENSMUSG00000027547	ENSMUSG00000000938	ENSMUSG00000068551	ENSMUSG00000018698	ENSMUSG00000058881	ENSMUSG00000055799	ENSMUSG00000028466	ENSMUSG00000071637	ENSMUSG00000048410	ENSMUSG00000040433	ENSMUSG00000034041	ENSMUSG00000021877	ENSMUSG00000047003	ENSMUSG00000007805	ENSMUSG00000079277	ENSMUSG00000075040	ENSMUSG00000055053	ENSMUSG00000033713	ENSMUSG00000026436	ENSMUSG00000016087	ENSMUSG00000056758	ENSMUSG00000075588	ENSMUSG00000026104	ENSMUSG00000038700	ENSMUSG00000026398	ENSMUSG00000036139	ENSMUSG00000021972	ENSMUSG00000021506	ENSMUSG00000037465	ENSMUSG00000023079	ENSMUSG00000099083	ENSMUSG00000038210	ENSMUSG00000019564	ENSMUSG00000034762	ENSMUSG00000062991	ENSMUSG00000022346	ENSMUSG00000019256	ENSMUSG00000026890	ENSMUSG00000002393	ENSMUSG00000038151	ENSMUSG00000015522	ENSMUSG00000040289	ENSMUSG00000030544	ENSMUSG00000030199
ENSMUSG00000044220	9.26822273077246	8.65934981331137	0	0	0	0	0	0	0	0	0	4.88983408829548	0	11.9684474113097	0	0	0	0	2.13171583829273	0	0	0	5.22283918186782	2.03452842798512	0	1.00010534561713	9.12901172876965	5.30892158170133	0	0	0	0	0	0	2.81287047878591	0	0	0	0	0	0	0	6.09384603017206	0	0	0	0	0	0	0	0	0	0	8.6651104393364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.9498940857947	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.14784477377266	0	0	0	0	0	0	0	11.4128409171687	0
ENSMUSG00000025902	6.24703323359741	2.42884762211296	0	0	0	0	0	0	0	0	0	0	0	3.33761003199773	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.58398158722619	0	0	11.8259025749765	0	0	0	0	0	0	0	0	0	0.208547898179557	0	0	8.60002568527388	0	0	0	0	0	0	0	0	0	0	0	1.07748749256013	0	0	0	0	0	0	0	0	0	0	0	0	9.31525985485722	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000026628	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000040270	0	9.72756814793731	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.2157979168286	0	0	0	0	0	0	14.5932888744804	5.45776828363104	0	0	0	5.96003573254123	0	0	0	0	0	2.98564015703862	0	0	0	0	0	0	0	0	0	0	1.28121413445894	0	0	0	0	0	0	0	0	0	0	0	5.78867236634291	0	0	0	0	0	0	0	0	0	0	0	0	1.10253836096743	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.2451667344263	0	0	0	0	0	0	0	0	0
ENSMUSG00000020185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000057098	2.80449164494419	6.63164680988267	0	0	0	6.53520483929621	0	4.03669517181732	0	4.8922890548453	0	14.2734311726937	0	2.30778365584344	0	0	0.261561021633239	0	11.7035522786788	1.56116993853636	8.74494986859553	0	12.6956179901696	8.90078803370812	0	6.34258634004039	11.3973735264322	6.12824599931726	0	0	3.72391389444929	16.5977035166124	0	0	10.6722853124014	0	0	0	2.47918275755533	8.9579446358204	0	0	0	0	11.0492078837323	0	0	0.0944048235098239	0	12.3444390764679	0	0	0	9.59913830622757	0	0	0	0	0	0.151938891346319	0	0	0	0	0	0	0	0	0	2.14853319182822	5.79447271661834	0	11.6080508677781	0	0	9.2647288142372	0	0	0	0	0	0	0	0	0	0	0	0	0	8.76808340019919	10.3777562062344	0	0	0	0	0	0	0	7.41905719708919	0
ENSMUSG00000038236	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000055148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000027210	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.915901577366	0	0	0	0	0	0	0	0	0	0	0	0.18141044239634	0	0	0	0	0	0	0	2.46276830758911	7.76311633541939	0	0	0	0	0	0	0	5.82701688979288	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.71674443892053	0	0	0	0	0	0	0	0	0
ENSMUSG00000030788	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000042439	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000048402	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000032446	9.20196099311834	0	0	0	0	12.2443193922354	0	0	0	5.29400291584533	9.55012971753099	7.91157783423888	0	0	0	0	0	0	0	0	0	0	10.7774643109424	0	0	0	0	0	0	0	11.2320794484327	0	0	0	8.99868987622997	0	9.82510381050331	0	0	0.482007059599955	0	0	0	0	0	0	0	11.9815475621977	0	0	0	0	0	0	0	0	0	0	0	12.056787196042	0	0	0	0	0	0	0	0	0	0	12.534647711772	0	10.6686857538649	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.99492915463956	0	0	0	0	0	0	0	0	12.7730363307615	0
ENSMUSG00000030341	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000027361	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000027547	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000000938	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000068551	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000018698	0.76119503034049	0.596978707486614	5.15349407182304	0	0	0	0	0	0	0	0	6.01373877815021	0	0	0	0	0	0	0	10.3171589576219	0	0	0	0	0	1.87514533860612	5.94881481001237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.25131604663816	0	6.53885873744644	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000058881	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000055799	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000028466	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000071637	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000048410	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000040433	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000034041	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000021877	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000047003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000007805	0	0	0	0	0	2.03912682144787	0	0	0	0	0	10.4126010225702	0	0	0	0	0	0	8.70135392292142	9.69758330567076	0	0	8.82724898732011	0	0	5.57128127388472	8.04474935780766	0.0316387353459654	0	0	8.53856809367054	0	0	0	0	0	0	0	0	0	0	0	0	0	10.5722376116715	0	0	7.76937283532548	0	0	0	0	0	3.25976627333349	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.03481095800513	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.3758459367076	0	0	0	0	0	0	0	0	0
ENSMUSG00000079277	9.05533178773315	4.08108545803061	0	0	0	0	0	0.540456301667798	0	0	0	6.45076004480442	0	0	0	0	0	0	0	0	0	0	0	4.57634074093839	0	3.36771467904665	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.0721765012038	0	10.3014128726489	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075040	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000055053	0	7.54396125770414	0	0	0	6.24147077184062	0	0	0	10.8724100045273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.2894286462688	5.80062083769871	0	0	0	0	0	0	0	0	0	0	0	0	10.6093739048756	0	0	0	0	7.27614798203614	0	0	0	0	1.28510189986889	0	0	0	12.9254080634888	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.70684177235319	0	0	0	0	0	0	0	0	0	0	0	0	0	5.17872545304514	0	0	0	0	0	0	0	4.72612097053647	0
ENSMUSG00000033713	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000026436	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000016087	12.7789662215797	1.01255166504321	0	0	0	2.17180197895209	0	8.49732055745202	0	8.25017492640102	7.35248326672284	0.535478655538356	0	15.622824771698	0	0	0	0	9.49407230557172	8.34566582905383	10.7270201657196	0	18.0440050202979	0	0	0.91574969615757	0	4.45475989620835	0	0	0	1.07716083234749	4.02233220910723	1.17326214865922	3.29564576391629	0	12.8186757321557	0	0	8.27993690995282	0	0	10.2353642259783	0	1.19860587738278	0	10.856786985576	0	0	12.9087242032302	0	0	0	5.34605125529723	0	0	0	0	0	7.14516115426692	0	0	0	0	0	0	0	0	0	0	0	0	17.4623473655937	0	0	0	8.94650406225503	0	0	0	0	0	0	0	0	0	0	0	0	0.867842889232045	9.53382077477127	0	0	0	0	0	0	0	0	0
ENSMUSG00000056758	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.8750049004069	0	0	0	0	0	0	0	0	0
ENSMUSG00000075588	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000026104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000038700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000026398	13.8075392470329	5.0289341378581	0	0	0	0	0	0	0	0	0	12.2904393149134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.19061874813205	2.02539955246399	0	0	7.22451019834593	0	0	0	0	0	0	0	0	10.026276120578	0	0	0	0	0	0	0	4.50678990853244	0	0	0	0	0	0	0	0	0	0	0	5.04977989356434	0	0	0	0	0	0	0	0	0	0	0	0	11.8754886014996	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000036139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000021972	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000021506	0	9.61081022200387	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.2758766725264	0	0	0	0	0	8.66454926908518	0	0	0	0	0	0	0	0.99225529692524	0	0	14.3145207886513	0	0	0	0	0	11.5886564149418	0	0	0	0	0	5.14827928005531	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000037465	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000023079	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099083	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000038210	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000019564	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000034762	0.247794967881154	0	0	0	0	0	0	0	0	0	0	3.8267182602238	0	0	0	0	3.41008747818791	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0826078188276318	0	0	0	1.25422210144952	0	0	0	0	0	0	0	0	0	0	0	0	0.766843935050246	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.93744832439543	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000062991	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000022346	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000019256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000026890	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000002393	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
